alcohol_no,name,type,rep_ingredients,ingredients,alcohol,size,prize,etc,tags,desc,food,brewery,brewery_address,brewery_page,brewery_tel,sweet,sour,scent,body
707,가을빛 레드와인,과실주,포도,포도,14,750,,,,"예인화원'에서 생산하는 '남산애', '가을빛' 와인에는 일체의 인공첨가물, 어떠한 보존제도 들어 있지 않다. 많은 와인들이 아황산, 소르빈산, POBB 등을 첨가하여 제품의 유통기한을 늘리는 등의 용도로 사용하는데 자연주의 수제 와인을 생산하고 있는 예인화원에서는 자연 그대로의 맛을 전달하고자 포도 100%로만 와인을 빚고 있다. 그럼에도 불구하고 수 많은 와인품평회에서 수상하며 맛과 품질 모두에서 인정 받고 있다. '가을빛 레드와인'은 늦 수확한 포도를 건조하여 당도를 높여 캠벨얼리 품평으로 빚은 와인이다. 알코올 도수는 14도이며 짙은 루비색을 띈다. 블랙베리향, 검은 과실향, 오리엔탈 스파이스의 미디엄 바디로 부드럽고 감칠맛이 있으며, 우아하고 긴 여운이 인상적인 와인이다.",,예인화원,경북 경주시 남산순환로10,https://yeinwinerywine.modoo.at/,,2,3,3,2
708,감 보드카,증류주,감,감,32,375,,,,감 보드카'는 충청남도 논산에서 재배한 감을 활용해 만든 증류주이다. 늦가을 수확한 홍시를 와인으로 개발하기 위해 홍국균을 이용한 전문적인 발효기술을 개발하고 고유의 풍미를 내기 위해 10여년을 연구하여 만들어낸 제품이다. 떫은 감을 홍국 균주로 당화 시켜 효모 발효를 통해 얻어진 추시와인(감와인)을 1년간 저장고에서 숙성시켜 동증류기로 수차례 증류하고 자작나무 숯 여과를 거쳐 얻어진 증류주이다. 홍국와 카테닌(타닌)으로 옅은 붉은색을 띄며 감 고유의 은은한 향과 입안을 감싸는 독특한 떫은맛이 매력적인 술이다.,붉은 빛이 도는 생선회,양촌감영농조합법인,충남 논산시 황산벌로 1075-21,https://shopping.naver.com/fresh/traditionalalcohol/stores/100294111,,2,1,2,3
709,감홍로 백자,증류주,약재,"쌀, 조, 용안육, 계피, 진피, 정향, 생강, 감초, 지초",40,700,국제슬로우푸드 맛의 방주,,명주,"감홍로(甘紅露)의 감(甘)은 단맛을, 홍(紅)은 붉은 색을, 로(露)는 증류된 술이 항아리 속에서 이슬처럼 맺힌다는 뜻으로 독특한 향이 어우러져 미각, 시각, 후각을 만족시키는 술이다. 감홍로는 고려시대부터 전해 내려온 우리나라 고유의 술로 육당 최남선(1890~1957)은 전라도 죽력고, 황해도 이강주와 함께 감홍로를 조선 3대 명주로 칭하며 그중에서도 감홍로를 첫 번째로 꼽았다.",육회,농업회사법인(주)감홍로,경기도 파주시 파주읍 부곡리 34-7,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075517,,3,1,3,4
710,감홍로 청자,증류주,약재,"쌀, 조, 용안육, 계피, 진피, 방품, 정향, 생강, 감초, 지초",40,700,국제슬로우푸드 맛의 방주,,명주,"감홍로(甘紅露)의 감(甘)은 단맛을, 홍(紅)은 붉은 색을, 로(露)는 증류된 술이 항아리 속에서 이슬처럼 맺힌다는 뜻으로 독특한 향이 어우러져 미각, 시각, 후각을 만족시키는 술이다. 감홍로는 고려시대부터 전해 내려온 우리나라 고유의 술로 육당 최남선(1890~1957)은 전라도 죽력고, 황해도 이강주와 함께 감홍로를 조선 3대 명주로 칭하며 그중에서도 감홍로를 첫 번째로 꼽았다.",육회,농업회사법인(주)감홍로,경기도 파주시 파주읍 부곡리 34-7,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075517,,3,1,3,4
711,계룡백일주 12년,리큐르/기타주류,국화,"찹쌀, 백미, 누룩,국화꽃, 오미자, 진달래,솔잎",40,600,"무형문화재 제7호 지정(1989), 전통식품 명인 제4호 지정(1994), 전국 민속주 품평회 대상수상(1999), 한국관광명품지정(2001), 남북정상회담 만찬주(2005)로 선정, 대한민국식품명인 지정(2009)",,명주,계룡백일주는 400여년을 이어온 한국의 전통 명주로서 조선 인조시대부터 궁중술의 제조비법을 하사받아 연안이씨 가문에서 15대째 대를이어 내려온 명주이다. 백일주 빚기에 평생을 바친 이성우 명인의 장인정신과 정성으로 빚어지며 은은한 향과 진한 감칠맛이 일품으로 옛부터 임금님께 진상하던 궁중술이었다. 16도 계룡백일주를 증류하여 만든 계룡백일주 40도를 얻고 12년을 숙성시켜 깊은 맛을 더했다.,잔치 음식,계룡백일주,충남 공주시 봉정길 32,https://www.paegiljumall.com/,,3,1,3,4
712,계룡백일주 16%,"약주, 청주",국화,"찹쌀, 백미, 누룩,국화꽃, 오미자, 진달래,솔잎",16,700,"무형문화재 제7호 지정(1989), 전통식품 명인 제4호 지정(1994), 전국 민속주 품평회 대상수상(1999), 한국관광명품지정(2001), 남북정상회담 만찬주(2005)로 선정, 대한민국식품명인 지정(2009)",,명주,계룡백일주는 400여년을 이어온 한국의 전통 명주로서 조선 인조시대부터 궁중술의 제조비법을 하사받아 연안이씨 가문에서 15대째 대를이어 내려온 명주이다. 백일주 빚기에 평생을 바친 이성우 명인의 장인정신과 정성으로 빚어지며 은은한 향과 진한 감칠맛이 일품으로 옛부터 왕에게 진상하던 궁중술이었다.,명란젓,계룡백일주,충남 공주시 봉정길 32,https://www.paegiljumall.com/,,1,1,3,1
713,계룡백일주 30%,리큐르/기타주류,국화,"찹쌀, 백미, 누룩,국화꽃, 오미자, 진달래,솔잎",30,400,"무형문화재 제7호 지정(1989), 전통식품 명인 제4호 지정(1994), 전국 민속주 품평회 대상수상(1999), 한국관광명품지정(2001), 남북정상회담 만찬주(2005)로 선정, 대한민국식품명인 지정(2009)",,명주,계룡백일주는 400여년을 이어온 한국의 전통 명주로서 조선 인조시대부터 궁중술의 제조비법을 하사받아 연안이씨 가문에서 15대째 대를이어 내려온 명주이다. 백일주 빚기에 평생을 바친 이성우 명인의 장인정신과 정성으로 빚어지며 은은한 향과 진한 감칠맛이 일품으로 옛부터 왕에게 진상하던 궁중술이었다.,호두말이곶감,계룡백일주,충남 공주시 봉정길 32,https://www.paegiljumall.com/,,2,1,2,3
714,고구마 아락,증류주,고구마,"보리, 고구마, 정제수",40,500,,,,맑고 투명하며 알코올향과 함께 고구마소주의 달콤한 향기가 올라온다. 입 전체에 고구마 증류 특유의 맛이 퍼지는데 자극적이 않아 숙성이 잘 된 술 같다. 술을 마시고 난 후에 은은한 단맛이 혀에 남아 여운이 길게 느껴진다.,견과류,농업회사법인 배상면주가 고창LB,전북 고창군 아산면 병암길 48,https://gochanglb.modoo.at/,,2,1,3,3
715,그랑꼬또 M5610,과실주,포도,포도,10,750,,,,"그랑꼬또 M5610은 살짝 느껴지는 타닌감과 부드러운 산미, 그리고 중간 정도의 단맛이 적절하게 조화를 이룬 스위트 로제와인이다. 장밋빛 색깔에 산딸기, 체리 등 풍부한 과일향이 풍부하여 누구나 쉽게 마실 수 있는 스타일의 와인이다. 경기도 안산에 위치한 한국와인의 명가 그린영농조합에서 생산한 와인으로 안정된 맛과 믿을 수 있는 품질의 와인이다.",,그린영농조합,경기도 안산시 단원구 뻐꾹산길 107(대부북동),https://grandcoteau.modoo.at/,,4,3,4,2
716,그랑꼬또 화이트와인,과실주,포도,포도,12,750,,,,그랑꼬또 화이트와인은 한국에서 가장 많이 재배되는 식용 포도 품종인 캠벨엘리로 만든다. 적포도로 양종하기 때문에 살짝 오렌지 빛을 띄는 것이 특징이며 달콤한 과실향은 풍부하고 단맛이 매우 절제된 드라이한 맛을 지녔다. 부드러운 산미를 품고 있으어 가볍고 깔끔한 해산물 요리와 곁들이면 좋다. 경기도 안산에 위치한 한국와인의 명가 그린영농조합에서 생산한 와인으로 안정된 맛과 믿을 수 있는 품질의 와인이다.,"조개찜, 조개구이",그린영농조합,경기도 안산시 단원구 뻐꾹산길 107(대부북동),https://grandcoteau.modoo.at/,,3,3,3,2
717,그랑티그르 S1974,과실주,포도,포도,12,750,,,,"그랑티그르 S1974'는 제조사 '월류원'에서 생산하는 최고등급의 와인이다. 당분을 추가하지 않는 순수포도발효를 원칙으로 탄생한 이 와인은 지금까지 캠벨이 가지고 있는 탄닌감의 부재, 부정적 폭시플레버향, 낮은 당도를 극복한 한국형 스틸와인이다. 무가당원칙으로도 12%라는 높은 알코올을 만들 수 있었던 방법은 주류면허지원센터의 ‘포도 머스트를 동결 후 해동 처리하는 농축 과실주 제조방법’(특허등록 제 10-1043585호)을 이용하여 캠벨의 단점을 모두 제거하였기 때문이다. 출시와 동시에 와인품평회에서 좋은 성적을 거둠과 동시에 소비자에게도 호응을 받고 있는 제품이다.",스테이크,월류원,충북 영동군 황간면 남성동3길 4-14,https://bebemaru.modoo.at/,,1,3,4,4
718,금산인삼주 수삼단본 720ml 23도,증류주,인삼,"쌀, 인삼, 누룩, 정제수",23,720,,,,"금산인삼주는 약효가 뛰어난 5년근 이상의 인삼을 저온 발효시켜 생산하는 한국을 대표하는 전통주이다. 삼국시대 백제 때부터 제조되었다고 구전되고 있으나, 기록에는 1399년 도승지와 이조판서를 지낸 김문기 가문에서 대대로 내려와 현재 16대손 김창수의 조모와 모친에 의해 전승 되었다. 16대손 김창수는 농림축산식품부에서 지정하는 식품명인 2호로 지정되었으며 금산인삼주의 맛과 품질을 계승하고 있다.",삼계탕,농업회사법인(주)금산인삼주,충남 금산군 금성면 파초길 23,https://www.insamwine.com/shop/main/index.php,,1,1,4,3
719,금산인삼주 수삼단본 720ml 43도,증류주,인삼,"쌀, 인삼, 누룩, 정제수",43,720,,,,"금산인삼주는 약효가 뛰어난 5년근 이상의 인삼을 저온 발효시켜 생산하는 한국을 대표하는 전통주이다. 삼국시대 백제 때부터 제조되었다고 구전되고 있으나, 기록에는 1399년 도승지와 이조판서를 지낸 김문기 가문에서 대대로 내려와 현재 16대손 김창수의 조모와 모친에 의해 전승 되었다. 16대손 김창수는 농림축산식품부에서 지정하는 식품명인 2호로 지정되었으며 금산인삼주의 맛과 품질을 계승하고 있다.",오리백숙,농업회사법인(주)금산인삼주,충남 금산군 금성면 파초길 23,https://www.insamwine.com/shop/main/index.php,,1,1,4,4
720,김천 과하주 16도,"약주, 청주",황국잎,"찹쌀, 누룩, 샘물, 황국잎",16,700,,,명주,과하주는 조선초기부터 만들어져 왔으며 옛날 궁중의 공물로 진상하였다. 또한 상류 사대부 집안의 귀빈접대용으로 즐겨 마시든 고급명주이다(금릉승람에 소개). 투명한 황갈색의 주도 16%(약주)와 23%(기타주)가 있으며 진기가 있고 독특한 향과 감미와 산미를 지닌 부드러운 전통민속명주이다. 과하주는 차게해서 마시면 특유의 청량감을 느낄 수 있어 여름을 지나는 술이라는 뜻에서 과하주(過夏酒)라 이름 붙었다.,스테이크,김천 과하주,경북 김천시 대항면 괘방령로 1178-4,https://gwahaju.modoo.at/,,1,2,3,2
721,뉴트로,탁주,레몬,"찹쌀, 멥쌀, 누룩, 레몬, 라임, 잉글리쉬블랙퍼스트, 정제수",8,600,,,이색전통주,"뉴트로'는 맥주 제조시 흔히 쓰이는 레몬, 라임, 잉글리쉬블랙퍼스트를 부재료로 활용하여 페일에일이나 IPA처럼 드라이한 맛의 신개념 막걸리다. 쌉싸름한 맛에 블랙티의 잔잔한 향이 특징이다. 꽃향 느낌을 주기 위해 라임과 레몬을 추가하였다. 가라 앉아 있는 고형물이 섞이지 않을 때는 화이트와인과 비슷한 색감을 띄고 있다. 드라이한 맛을 강조하기 위해 쌀의 함량을 높여 남성들에게 인기 있는 술이다.","샐러드, 피자, 치킨",디오케이브루어리,"서울특별시 강북구 삼양로 455, 1층",https://www.instagram.com/dokbrewery/,,4,4,4,3
722,대잎 생동동주,탁주,영지,"쌀, 좁쌀, 정제효소, 젖산, 효모, 아스파탐, 영지, 생각, 정제수",6,1700,,,,"대나무의 고장, 담양에서 빚은 술이라 대잎 생동동주라 이름지었다. 담양에서 재배한 쌀을 원료로 술을 빚고 특유의 맛을 내기 위해 영지, 생강을 첨가한 제품이다. 저온발효숙성으로 효모를 최대한 살려서 쌀알이 오래 남아 있고 맛도 깔끔하다. 3대를 이어온 전통주 장인 권재헌씨가 빚은 담양을 대표하는 전통술이다.",죽순무침,농업회사법인 (주)죽향도가,전남 담양군 담양읍 외다길30,https://dyricewine.modoo.at/,,1,2,2,2
723,대작 생막걸리,탁주,쌀,"쌀, 조제종국 효모, 정제효소, 올리고당, 스테비텐후레쉬, 정제수",6,750,,,,"대작 생막걸리는 철원군농민회가 주축이되어 설립한 대작영농조합에서 생산한 철원 오대쌀 100%로 빚은 막걸리다. 찰지고 맛 좋기로 유명한 철원 오대쌀, 그러나 식생활의 변화로 쌀 소비는 줄어들고 귀한 쌀이 팔리지 않는 현실을 극복하고자 농민들이 의기투합하여 철원 오대쌀을 활용하여 부가가치 있는 술을 빚어 판매하기로 한다. 그 첫번째 술이 대작 생막걸리로 제품이 출시된 후 강원도를 대표하는 또 하나의 술로 자리매김하고 있다.","파전, 두부김치, 쭈꾸미 볶음, 낙지 볶음",대작영농조합법인,강원도 철원군 동송읍 이평로34번길 20-28,https://blog.naver.com/daejak_ricewine,,4,3,2,3
724,두유노,탁주,쌀,"찹쌀, 멥쌀, 누룩, 밀가루",6,600,,,무감미료,"두유노'의 제조법 영감은 옛 우리 문헌에서 받았다. 옛날 문헌에 보면, 전통술을 만들면서 쌀, 누룩, 물 외에 밀가루를 넣는 경우가 있다. 밀가루를 넣는 것은 술에 시큼털털한 느낌을 주기 위해서다. 이것을 좀 현대적으로, 재미있게 표현해보고 싶어 빵의 천연발효종인 르뱅을 넣어 만든 신개념 막걸리다. 천연발효종을 넣었기 때문에 이탈리아 모스카토 포도품종에서 느끼는 가볍고, 탄산도 살짝 있는 산미가 있다. 전체적으로 단맛이 다소 도드라지고 여성 소비자에게 인기 있는 제품이다.","피자, 치킨, 떡볶이",디오케이브루어리,"서울특별시 강북구 삼양로 455, 1층",https://www.instagram.com/dokbrewery/,,2,3,1,3
725,라이스퐁당 17,"약주, 청주",쌀,"찹쌀, 눌룩, 정제수 (음양곽, 감초)",17,500,,,,"라이스퐁당은 부산에서 재배한 찹쌀로 만든 수제 약주이다. 라이스퐁당은 쌀과 누룩, 그리고 물만으로 빚은 순수 발효주이다. 음양곽과 감초를 우린 물로 빚어 저온 숙성발효과정을 거치면 찹쌀의 단맛과 풍미 그리고 약재가 첨가되어 기품 있는 약주의 맛을 느낄 수 있다. '퐁당'은 프랑스어로 '달라'라는 뜻으로 은은한 단맛을 자아내어 라이스퐁당이라 이름지었다.",닭볶음탕,농업회사법인 (주)벗드림,"부산광역시 북구 덕천로247번길 3, 2층",https://blog.naver.com/butdream9,,3,3,1,4
726,려 고구마증류소주 40도,증류주,고구마,고구마,40,500,,,,버림과 기다림으로 완성한 고급 고구마 증류소주 '려(驪)고구마증류소주 40도'는 100% 여주산 고구마의 향긋함이 상압증류와 옹기숙성으로 더 깊고 풍부한 풍미를 자랑하고 부드러운 목 넘김이 매력적인 고급 증류소주이다. '려(驪)고구마증류소주 40도'는 깊고 풍부함을 제대로 즐길 수 있는 알코올 도수의 제품이다.,활어회,(농)국순당 여주명주(주),경기도 여주시 강천면 부평로 330,http://www.ksdyeoju.co.kr/,,2,1,2,4
727,마셔블랑,과실주,한라봉,"감귤과즙(한라봉), 백설탕, 액상효모, 무수아황산",12,750,,,,"마셔블랑'은 제주산 한라봉을 착즙하여 만든 제주 특산 화이트와인이다. 향긋한 한라봉의 향과 달콤한 맛, 그리고 드라이한 끝 맛이 특징이다. 원료와 효모는 제조사에서 생산하는 '혼디주'와 동일하나 한라봉을 착즙하여 첨가하여 싱그러움을 더한 제품이다. 저온 장기 발효와 숙성공법으로 만들어져 달콤하고 부드러운 맛과 한라봉 특유의 청량한 느낌의 향이 풍부하다.",샐러드,농업회사법인(주)시트러스,제주특별자치도 서귀포시 남원읍 신례천로46,https://www.ehondiju.com/,,3,3,5,2
728,매실원주,리큐르/기타주류,매실,"매실주원액, 발효주정, 정제수, 꿀",13,300,"대한민국 우리술품평회 리큐르부문 최우수상(2014), 대상(2016) 수상, 대한민국 쥬류대상 리큐르 부문 2년 연속 금상 수상(2015, 2016), 세계3대 주류품평회 몽드셀렉션 3년연속 금상 수상, 샌프란시스코 주류품평회(SWSC) 2년 연속 은상 수상, 영국 주류품평회(IWSC) 은상수상(2014)",,,"제조사 '더한'에서 제조하는 매실주는 특별하다. 국내의 다른 매실주는 5~6월경 수확되는 청매를 이용하는 반면, 매실원주는 보다 완숙한 상태에서 7월경 수확되는 황매를 이용한다. 황매는 청매에 비해 향미가 뛰어나지만 고가인 단점이 있으나 최상의 원료로 최상의 재품을 만든다는 제품 철학으로 황매를 이용한다. 또한 천연꿀을 첨가하여 숙취 해소에 도움이 되어 음주 후 머리가 아프지 않은 것이 특징이다. 국내외 주류품평회에서 수 많은 수상기록이 말해주듯 '매실원주'의 제품력은 단연 최고이다.",양념된 고기류,더한주류,서울시 은평구 증산로7길 28-13,https://www.thehan.kr/,,3,3,2,3
729,머르드 서 드라이,과실주,산머루,산머루,13.5,750,,,,"돌산을 쪼개에 직접 가꾼 지하 속성 터널에서 오랜 시간 숙성시킨 머르 드 서 드라이와인은 중후한 바디감과 부드러운 타닌맛, 풍부한 과즙맛이 조화롭다. 머르 드 서(meoru de seo)는 '머루'와 산머루농원을 일군 서씨 부자의 성을 따서 만든 이름이다. 한글로는 '머루 드세오'로도 읽힌다.","고기류, 양꼬치, 항정살, 스테이크",산머루농원영농조합법인,경기도 파주시 윗배우니길 441-25,https://sanmeoru.modoo.at/,,2,4,4,4
730,머르드 서 스위트,과실주,산머루,산머루,12,750,,,,머르 드 서 스위트'는 100% 국내산 산머루로 만들어 오크통에서 5년을 숙성한 프리미엄 머루 와인이다. 머르 드 서(meoru de seo)는 '머루'와 산머루농원을 일군 서씨 부자의 성을 따서 만든 이름이다. 한글로는 '머루 드세오'로도 읽힌다.,"불고기, 양념갈비, 떡갈비",산머루농원영농조합법인,경기도 파주시 윗배우니길 441-25,https://sanmeoru.modoo.at/,,4,3,4,4
731,화요 25%,증류주,쌀,쌀,25,"200, 375, 500, 750","2007 IWSC 우수상, 2008 Monde-selection 금상",,홈술|칵테일,"증류소주의 부흥과 발전을 위하여 출시된 화요는 국내산 쌀과 천연암반수를 사용하여 깨끗하고 다양한풍미를 즐길 수 있으며 옹기숙성, 감압증류방식, 미생물활용 등 전통을 유지하되 현대인의 입맛에 맞게 제조되었다. 화요 25%는 화요의 부드러움과 원재료인 쌀 특유의 풍미를 담아냈다. 스트레이트로 마셔도 좋지만 뜨거운 물과 6:4의 비율로 섞어 마시는 것도 좋다.",생선회,㈜화요,경기도 여주시 가남읍 경충대로 848,www.hwayo.com,031-881-3057,2,1,1,1
732,모을동주 소주,증류주,쌀,"쌀, 조제종국 효모, 정제효소, 정제수",43,350,,,,"모을동주 소주는 철원군농민회가 주축이되어 설립한 대작영농조합에서 생산한 철원 오대쌀 100%로 빚은 술이다. 찰지고 맛 좋기로 유명한 철원 오대쌀, 그러나 식생활의 변화로 쌀 소비는 줄어들고 귀한 쌀이 팔리지 않는 현실을 극복하고자 농민들이 의기투합하여 철원 오대쌀을 활용하여 부가가치 있는 술을 빚어 판매하기로 한다. 그 두번째 술인 모을동주 약주, 소주 제품이 출시된 후 강원도를 대표하는 또 하나의 술로 자리매김하고 있다. 기분 좋은 담황색을 띠고 있는 소주다. 마치 하늘에서 내리는 꽃비와 같은 경쾌한 색이다. 새콤한 맛에서 시작하지만 이내 뭉근한 터치감이 입속을 장식하고 마무리는 부드러운 단맛으로 마무리되는 느낌이 이 술이 가진 고급성을 그대로 나타낸다. 뭉근한 맛으로 안주 없이 술만 즐겨도 충분한 매력이 있으며, 음식과 같이 즐긴다면 비교적 자극이 적은 잡채 및 경단 등을 추천한다. 차갑게 마시는 것을 추천하며, 입속에 남는 찹쌀 특유의 단맛이 매력적이다.","잡채, 경단",대작영농조합법인,강원도 철원군 동송읍 이평로34번길 20-28,https://blog.naver.com/daejak_ricewine,,3,2,3,4
733,문배술 헤리티지 23도,증류주,찰수수,"메조, 찰수수, 쌀",23,375,,,,"문배술은 메조와 찰수수를 이용하여 빚어낸 순곡의 증류주임에도 문배나무의 과실 향기가 난다고 하여 문배술이라 말하고 있다. 술의 생명력은 맛이요, 그 맛의 핵심은 향기라고 할 수 있는데 문배술은 알콜도수 40%임에도 불구하고 부드러운 목넘김과 입속 가득한 향기를 느낄 수 있는 우리의 전통소주이다. 문배술 헤리티지 23도 제품은 문배술의 맑고 청아한 맛과 향을 모던한 패키지에 담아낸 제품이다. 기존 알코올도수 40도에서 23도로 낮춰 가볍게 즐길수 있는 제품이다. 맑고 투명하며 익은 곡향이 올라온다. 알코올 도수가 높은 것은 아니지만 술 맛은 부드러워 알코올 도수가 더 낮은 숙성된 맛을 낸다. 자극적인 맛이 없어 누구나 편하게 즐길 수 있는 술이다. 첫맛과 뒷맛이 매우 깔끔하다.",복지리,문배주양조원,경기도 김포시 통진읍 서암리 203-4,http://www.moonbaesool.co.kr/,,1,1,2,2
734,미르25,증류주,쌀,"쌀, 누룩, 정제수",25,375,,,,직접 만든 국산 밀 누룩의 힘으로만 발효하고 다른 어떠한 것도 첨가하지 않는 미르25은 '매출을 위한 상품'이 아닌 '전통주를 알리기 위한 상품'에서 시작해 고생을 감수하면서 간단한 전통방식 그대로를 고집해 만드는 술이다. 전통증류방식인 증류기 압력을 소주고리와 같은 압력으로 진행하는 상압방식으로 첨가물 없이 깨끗하게 만드는 전통 소주다. 다양한 도수와 용량으로 출시되어 주량과 분위기에 맞게 선택이 가능하다. 알코올 도수에 비해 향이 풍만하고 미세한 단맛이 술 전체를 부드럽게 만들어 준다. 매우 남성적인 술이다.,삼겹살,술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,http://sulseam.com/,,1,0,4,3
735,백련 생막걸리 Misty,탁주,백련잎,"백미, 정제수, 물엿, 과당, 누룩, 백련잎",7,750,,,,"유리병에 담긴 프리미엄 막걸리인 백련 생막걸리 misty는 깊은 맛과 은은한 탄산의 조화가 잘 이루어진 막걸리로 80년 이상된 숨쉬는 재래식 항아리에서 철저한 온도관리 아래 발효하여, 소량만 한정생산되는 수제 프리미엄 막걸리이다. 신평양조장은 1933년 처음 술을 빚기 시작해 3대째 가업을 이어오고있는 전통의 양조장이다. 수년간의 연구 개발과 투자로 여러가지 술을 선보이고 있으며 당진 태생의 최상급 해나루 쌀과 백련잎을 주원료로 탄생한 술은 깊으면서도 깔끔한 뒷맛이 특징이다. 2013년 찾아가는 양조장으로 선정되어 술의 전통과 역사에 대한 전시와 전통주 문화 체험이 가능한 <백련양조문화원>을 운영하고 있다. 체험 프로그램 문의는 신평양조장 홈페이지나 전화로 예약이 가능하다. 입국의 발효향과 곡물 익힌 향이 난다. 백련 6%에 비해 산미가 더 있고 묵직한 것이 특징이다. 청량미가 강해 입 안을 상쾌하게 만들고 혀에 남는 텁텁함이 음식을 당기게 한다.",생선찜,신평양조장,충남 당진시 신평면 신평로 813,https://www.koreansul.co.kr/shop/main/index.php,,2,3,3,4
736,설레온,증류주,쌀,"쌀, 누룩, 효모, 정제수",40,375,,,,"설레온'은 오랜 전통의 '가야곡왕주'가 '대윤가야곡주조'로 새출발을 하며 현대적 감성을 가진 진화하는 전통주 상품개발의 일환으로 선보인 제품이다. 첫 눈을 맞는 설레임과 눈 덮인 설경의 깨끗함, 그런 풍경이 전하는 따스하고 포근한 느낌을 제품에 담았다. 은은한 알코올향이 산뜻하게 올라오고 술을 입에 넣으면 처음에는 부드럽게 들어가지만 그 뒤에 알코올의 자극적인 맛이 입 전체를 채운다. 술을 마시고 난 후에 혀에 남는 진한 알코올이 긴 여운을 남겨 음식을 당기게 만든다.",한우 구이,농업회사법인 대윤가야곡주조(주),충청남도 논산시 가야곡면 매죽헌로 809,https://dygayagok.modoo.at/,,2,1,1,3
737,소백산 검은콩 막걸리,탁주,검은콩,"백미, 소맥분, 검은콩, 검은깨",6,"750, 1200, 1500",,,,"막걸리 한 사발에는 식이섬유가 일반적인 식이섬유 음료보다 100배에서 많게는 1,000배 이상 많이 들어있다고 알려져 있는 영양분도 풍부한 술이다. 대강 양조장에서는 막걸리에 검은콩과 검은깨를 넣어 기존의 막걸리에 영양성분을 업그레이드하여 건강에 더욱 집중한 검은콩 막걸리를 선보였다. 검은콩과 검은깨를 주원료로 만든 고소하고 건강한 느낌의 막걸리. 다양한 용량으로 생산하고 있어 자신의 주량과 인원에 맞게 선택이 가능하다. 진한 아이보리 색에 검은 콩 가루를 눈으로 볼 수 있으며 곡물 볶은 향이 강하게 올라온다. 전체적으로 단맛이 강하고 산미는 적으며 입 안에 여운이 오래 간다.",두부요리,대강양조장,충북 단양군 대강면 장림리 113-7,http://krwine.modoo.at/,,3,1,3,3
738,소백산 생 막걸리,탁주,쌀,"쌀, 정제수, 소맥분, 입국, 효모",6,"750, 1700",,,,"곡물의 발효향이 강하고 단맛과 신맛의 균형이 잘 갖춰져 있으며, 원료인 밀가루에서 나오는 입 안의 텁텁함이 있지만 목넘김이 깔끔하다. 충북 단양의 대강양조장에서 빚어지는 소백산 생 막걸리는 쌀의 담백함과 구수한 밀의 황금 비율을 찾아 전통방식 그대로 만들어 우리 막걸리 본연의 맛을 잘 살리고 있는 막걸리다. 노무현 대통령 시절 청와대 만찬주로 선정된 바가 있을 정도로 그 완성도 또한 뛰어나다.",버섯전골,대강양조장,충북 단양군 대강면 장림리 113-7,http://krwine.modoo.at/,,2,3,2,4
739,소백산 생 만찬주,탁주,쌀,"정제수, 쌀, 소맥분, 입국, 효모, 아스파탐",6,750,,,,"소백산 생 만찬주는 故노무현 대통령 시절 청와대 만찬주로 약 200회 정도 사용되었다고 한다. 이 때문인지 병의 라벨에는 청와대의 사진을 확인 할 수 있는데, 거의 매일같이 청와대에 납품하기도 했다. 국산 쌀로 만들고 국산 누룩, 소백산 탄산수로 빚는 막걸리는 적당한 단맛과 신맛이 잘 조화되어 있다. 유산균 발효향, 익은 곡물향이 올라온다. 입 안에서 미세한 가루가 텁텁함을 주어 밀가루 막걸리의 특징을 보여준다. 전체적으로 가볍고 목넘김이 깔끔하다.",야채 샐러드,대강양조장,충북 단양군 대강면 장림리 113-7,http://krwine.modoo.at/,,2,2,2,4
740,소백산 청 동동주,"약주, 청주",대추,"쌀, 소맥분, 누룩, 주정, 고과당, 대추",10,1700,,,,"막걸리로 유명한 대강양조장에서 생산되는 소백산 청 동동주. 쌀과 밀의 황금 배합된 막걸리에 솔잎과 대추를 첨가하여 한달 이상 숙성하여 맑게 거르면 깊은 맛의 동동주로 다시 태어나게 된다. 소백산 청 동동주는 막걸리와 다르게 주종상 '약주'로 속한다. 10%의 도수를 가지고 있는 맑은술로 차게 하여 흔들어 마시면 더욱 맛이 좋다. 사과 등 산뜻한 과실향이 나며 박하, 민트 등의 향이 입 안 전체를 시원하게 만드는 것이 특징이다. 연한 단맛이 전체적인 술맛을 이끈다.",파스타,대강양조장,충북 단양군 대강면 장림리 113-7,http://krwine.modoo.at//,,2,1,3,4
